Number of reviews,Last Review Date,Review Scores Rating,Review Scores Accuracy,Review Scores Cleanliness,Review Scores Checkin,Review Scores Communication,Review Scores Location,Review Scores Value,Reviews per month
5,2008-07-17,95,10,10,9,10,9,10,0.56
11,11/29/17,80,9,9,9,8,9,8,5.89
23,11/25/17,97,10,10,10,10,10,9,1.29
0,,,,,,,,,
28,2011-05-17,97,10,10,10,10,10,10,2.9
11,9/17/17,100,10,10,10,10,10,10,0.39
72,11/21/17,96,10,9,10,10,10,9,1.27
30,11/19/17,94,10,10,10,10,10,9,1
5,8/13/17,84,8,8,9,9,10,8,0.88
10,2012-03-17,96,10,10,10,10,9,9,0.86
1,2005-11-17,,,,,,,,0.14
13,11/23/17,98,10,10,10,10,10,9,3.9
7,10/22/17,90,9,9,10,9,10,9,1.03
11,8/30/17,95,10,9,9,9,9,9,2.17
14,9/17/17,100,10,10,10,10,9,9,0.43
7,9/28/17,94,10,10,10,10,10,10,1.62
0,,,,,,,,,
79,2012-03-17,97,10,9,10,10,10,9,1.28
3,2005-07-16,100,10,8,10,10,10,9,0.15
11,2009-01-17,98,10,10,10,10,10,10,1.48
5,2008-05-16,76,8,8,8,10,6,8,0.3
0,,,,,,,,,
23,10/16/17,96,10,10,10,10,9,9,0.76
13,9/27/17,97,10,9,10,10,10,9,0.23
5,2011-12-17,84,10,9,10,10,9,9,1.14
13,11/20/17,82,9,9,9,9,9,8,4.7
5,2005-09-17,96,9,10,9,10,10,10,0.44
0,,,,,,,,,
15,2011-06-17,95,9,9,10,10,9,9,3.95
31,8/21/17,97,10,10,10,10,10,9,0.98
3,2012-03-17,100,10,10,10,9,9,9,2.73
11,11/19/17,92,10,9,10,10,10,9,4.29
14,11/28/17,96,10,10,10,10,10,9,3.68
33,2011-11-17,96,10,9,10,10,9,9,0.64
1,2010-02-17,100,10,10,10,10,10,8,0.46
3,5/28/17,100,10,9,10,10,9,10,0.27
17,10/22/17,94,9,9,10,10,9,9,0.59
0,,,,,,,,,
10,2011-05-17,98,10,10,10,10,9,10,1.36
5,7/17/16,100,10,10,10,10,10,10,0.26
4,2008-09-17,100,10,9,9,10,10,9,0.52
10,2005-08-17,96,10,9,10,10,10,10,0.63
0,,,,,,,,,
0,,,,,,,,,
1,2011-06-17,80,10,10,10,10,10,10,1
21,1/30/17,94,10,9,10,10,9,9,0.65
2,2005-09-17,100,10,10,10,10,9,10,0.16
45,2011-05-17,96,10,10,10,10,9,9,0.79
5,7/23/17,92,9,10,10,10,9,10,0.3
0,,,,,,,,,
1,10/18/17,100,10,10,10,10,10,10,0.61
32,2010-09-17,94,9,9,10,10,9,9,1.16
4,2008-09-17,100,9,10,9,10,9,9,0.51
0,,,,,,,,,
4,4/24/17,100,10,10,10,10,10,10,0.29
10,2009-10-17,98,10,9,10,10,9,10,1.35
0,,,,,,,,,
1,2/26/17,100,10,10,10,6,10,8,0.11
0,,,,,,,,,
8,2006-05-17,93,10,10,10,10,9,10,1
0,,,,,,,,,
8,2011-06-17,100,10,10,10,10,10,10,0.12
10,2011-08-16,95,10,10,10,10,9,9,0.28
2,10/17/17,100,10,10,10,10,9,10,1.03
2,10/23/17,100,10,10,10,10,10,10,0.76
10,11/20/17,92,10,9,9,9,9,8,0.44
0,,,,,,,,,
7,4/23/17,97,10,10,10,10,10,10,0.38
11,10/15/17,100,9,10,10,10,9,10,1.55
2,10/24/16,100,10,10,10,10,10,10,0.09
21,10/14/17,91,9,8,10,9,9,9,0.63
9,10/18/17,88,9,9,10,10,9,9,0.36
53,2006-12-17,92,9,9,9,10,9,9,1
3,10/16/17,100,10,10,10,10,9,9,1.13
17,8/26/17,94,10,9,10,10,10,9,0.54
3,4/29/17,100,10,8,10,10,10,10,0.27
91,10/31/16,96,10,9,10,10,10,9,2.78
19,10/30/17,96,10,9,10,10,9,9,1.55
13,2009-10-17,100,10,10,10,10,9,10,1.85
4,5/21/16,100,10,10,10,10,10,10,0.14
2,11/29/17,100,10,10,10,10,10,8,0.36
90,11/19/17,96,10,10,10,10,9,10,3.3
12,11/15/17,98,10,10,10,10,9,10,2.48
21,11/20/17,97,10,10,10,10,10,9,1.3
16,11/26/17,96,10,10,10,10,9,10,0.88
15,5/14/17,94,9,9,10,10,9,9,1
43,2011-12-17,85,9,9,9,8,9,9,5.02
6,8/13/17,93,10,8,10,10,9,9,0.77
5,7/20/16,100,10,10,10,10,10,10,0.17
22,9/19/17,90,9,9,10,10,9,8,0.71
6,10/23/17,90,9,9,9,9,9,9,2.81
49,2011-03-17,89,9,9,9,9,9,9,1.44
4,2/27/17,100,10,10,10,10,10,9,0.41
10,2001-01-17,98,10,10,10,10,10,10,0.19
1,10/16/17,100,10,10,10,10,10,10,0.6
33,10/15/17,96,10,10,10,10,10,9,1.07
6,8/22/17,90,10,9,9,9,9,9,0.8
10,11/19/17,98,10,10,10,10,10,9,1.3
0,,,,,,,,,
12,10/20/17,93,10,9,9,10,9,9,0.68
7,11/30/17,100,10,10,10,10,10,10,2.73
23,9/24/17,99,10,10,10,10,10,10,0.98
24,2009-11-17,96,10,10,10,10,9,9,0.37
7,2004-09-17,94,10,9,10,10,9,10,0.8
26,2010-02-17,96,10,10,10,10,9,9,1.05
2,2011-01-16,100,10,9,10,10,9,9,0.12
10,11/25/17,94,10,10,9,9,9,9,3.75
65,2011-01-17,94,10,9,10,10,10,9,1.65
0,,,,,,,,,
2,10/16/17,100,10,10,10,10,10,9,0.88
0,,,,,,,,,
7,5/21/17,94,10,9,10,10,8,9,0.45
16,7/24/17,95,10,9,10,10,10,9,0.41
0,,,,,,,,,
1,2005-08-16,100,10,10,10,10,8,8,0.05
2,2009-04-15,100,10,9,10,9,9,9,0.07
21,2010-08-17,90,10,9,10,10,8,9,0.52
1,2010-01-17,100,10,10,10,10,10,10,0.45
3,2012-07-15,93,10,10,10,9,9,10,0.11
35,2012-03-17,93,9,10,10,10,8,9,1.05
5,8/28/16,90,10,9,10,10,9,9,0.21
9,9/24/17,93,10,10,9,10,10,9,1.01
3,11/22/17,100,10,10,9,10,9,9,3
21,11/26/17,96,10,10,10,10,9,9,1.68
0,,,,,,,,,
44,2011-04-17,92,9,10,9,9,9,9,1.11
9,12/23/16,98,10,10,10,10,9,10,0.74
20,10/22/17,100,10,10,10,10,9,9,0.51
31,2010-09-17,95,10,9,10,10,9,9,1.13
0,,,,,,,,,
12,7/30/17,97,10,9,10,10,9,9,0.76
15,10/31/17,100,10,10,10,10,10,10,0.25
1,2001-05-16,80,8,10,10,10,6,10,0.04
6,7/16/17,97,10,10,8,9,8,9,0.5
0,,,,,,,,,
6,9/14/17,100,10,10,9,10,10,10,1.76
14,2009-06-17,97,10,10,9,9,10,9,0.86
29,2010-08-17,96,10,9,10,10,10,9,0.82
25,10/21/17,89,9,9,10,10,9,9,0.52
19,2011-12-17,97,10,10,10,10,9,9,0.61
10,2009-10-17,100,10,10,10,10,10,9,0.49
2,5/22/17,100,8,9,9,10,10,9,0.28
2,7/29/17,100,10,10,10,10,10,10,0.27
5,2007-04-17,88,10,10,10,10,10,9,0.55
11,9/30/17,98,10,9,9,10,10,9,0.52
3,10/22/17,87,10,9,10,10,9,9,0.2
17,2008-07-17,98,10,10,10,10,10,9,2.41
1,9/13/17,100,10,10,10,10,10,10,0.36
17,2011-05-17,92,9,9,9,9,10,9,1.05
31,2011-05-17,96,10,10,10,10,10,9,1.65
0,,,,,,,,,
1,4/24/17,100,10,10,10,10,10,10,0.13
68,9/29/17,97,10,10,10,10,10,10,1.42
5,2012-03-17,100,10,9,10,10,9,9,0.82
15,10/15/17,100,10,10,10,10,10,10,1.88
45,10/19/17,99,10,10,10,10,10,9,1.12
5,11/26/17,96,10,8,10,10,10,10,1.23
74,9/19/17,99,10,10,10,10,10,10,2.34
1,11/13/17,100,10,10,10,10,10,8,1
11,10/14/17,100,10,10,10,10,9,10,1.38
17,11/27/17,85,9,8,10,9,8,9,2
3,2009-01-17,100,10,10,10,10,10,10,0.1
7,8/14/17,94,10,9,10,9,10,9,0.4
1,2008-04-17,100,10,10,10,10,10,10,0.24
2,11/29/17,100,10,9,10,10,8,9,2
1,2009-11-17,100,10,10,10,10,10,10,0.35
30,9/19/17,99,10,10,10,10,10,10,1.03
26,2007-06-17,94,10,9,10,10,10,9,0.76
6,10/23/17,100,10,10,10,10,10,10,1.68
1,8/31/17,100,10,10,10,10,10,8,0.31
14,11/19/17,86,9,9,9,9,9,9,0.8
13,2/13/17,95,9,10,9,10,9,9,0.65
16,10/23/17,98,10,10,10,10,10,10,1.03
29,2010-01-17,93,10,10,10,10,9,9,2.09
8,2004-01-16,95,10,10,10,10,9,9,0.34
29,2006-10-17,99,10,10,10,10,10,9,0.93
0,,,,,,,,,
5,11/26/17,88,9,8,8,8,9,9,0.45
11,2003-07-17,98,10,10,10,9,10,10,0.96
10,6/26/17,91,10,9,10,10,9,9,0.38
13,11/15/17,95,10,10,10,10,10,10,3.2
43,8/27/17,98,10,10,10,10,10,9,2.35
14,2002-11-17,97,10,10,8,8,9,9,1.09
14,2008-02-17,91,9,8,10,10,9,9,0.76
3,5/29/17,93,9,9,10,10,9,9,0.21
11,2003-12-17,78,8,9,8,8,9,8,0.62
0,,,,,,,,,
1,2001-04-16,100,10,10,10,10,10,10,0.04
9,9/17/17,93,10,10,10,10,9,10,0.35
44,11/19/17,96,10,9,10,10,10,9,2
6,2006-05-17,90,9,9,9,9,9,9,0.45
19,2008-05-17,97,10,10,10,10,9,10,0.4
3,2010-12-15,93,10,7,10,10,10,9,0.08
1,10/15/17,100,10,10,10,10,10,10,0.58
30,10/22/17,96,10,10,10,10,9,9,1.2
2,2008-10-17,100,10,10,10,10,10,10,0.47
0,,,,,,,,,
0,,,,,,,,,
10,2010-03-17,100,10,9,10,10,10,9,2.21
4,2011-12-17,100,10,10,10,10,10,10,1.82
9,9/24/17,96,10,9,10,9,10,9,0.47
1,9/27/15,100,10,10,10,10,10,10,0.04
0,,,,,,,,,
4,2001-05-16,85,9,9,10,10,10,10,0.13
1,9/18/17,80,8,10,8,10,10,8,0.38
5,9/24/17,100,10,10,10,10,9,10,0.39
1,6/27/17,100,10,10,10,10,10,10,0.19
13,2011-05-17,97,10,10,10,10,10,9,1.04
1,9/26/17,100,10,10,10,10,10,10,0.42
20,2008-06-17,97,10,10,10,10,9,9,0.64
6,10/24/16,97,9,10,10,10,9,9,0.21
0,,,,,,,,,
47,8/22/17,94,10,9,10,10,9,9,0.98
4,11/26/17,90,10,10,10,9,9,8,3.43
1,2007-05-17,,,,,,,,0.19
17,2010-09-17,95,10,10,9,9,10,9,2.46
3,9/17/17,100,10,10,8,10,10,8,0.67
20,8/25/16,92,10,9,9,10,9,9,0.69
4,5/17/15,100,10,10,10,10,9,10,0.09
11,2009-03-17,95,10,10,10,10,10,9,0.54
2,8/23/17,100,10,9,10,10,10,10,0.52
7,7/27/14,92,9,9,9,10,9,8,0.13
1,9/19/17,100,10,10,10,10,10,10,0.38
2,9/19/17,70,9,7,10,6,9,7,0.74
131,2012-03-17,99,10,10,10,10,10,10,6.73
10,10/28/17,98,10,10,10,10,10,10,0.61
2,2008-07-16,90,9,9,10,9,9,8,0.12
2,7/19/15,100,9,8,9,10,10,10,0.07
1,11/16/17,80,8,8,8,10,8,8,1
3,2010-02-17,100,10,10,10,10,9,10,0.53
5,10/22/17,92,9,9,10,10,10,10,0.12
2,11/19/17,90,10,9,10,10,10,9,2
8,10/22/17,100,10,10,10,10,10,10,0.54
20,2012-01-17,97,10,10,10,10,9,9,4.92
5,2009-10-17,100,10,10,10,10,9,10,0.82
12,2009-03-17,95,10,9,10,10,9,9,0.65
7,11/13/17,97,10,9,10,10,9,10,1.39
1,10/27/17,100,10,8,10,10,10,10,0.77
1,2008-06-17,100,10,10,10,10,10,10,0.25
3,4/18/16,87,8,9,9,9,8,7,0.15
24,11/26/17,95,10,9,10,10,9,10,1.38
6,8/13/17,93,9,10,9,9,7,8,0.37
36,7/24/17,96,10,10,10,10,9,10,2.2
0,,,,,,,,,
18,2009-07-17,92,10,9,10,10,9,9,0.99
40,10/22/17,95,10,10,10,10,9,9,1
0,,,,,,,,,
9,9/21/17,98,9,10,10,10,9,10,1.17
10,2002-12-17,98,10,10,10,10,9,10,0.67
23,11/26/17,93,9,10,9,10,9,9,0.88
13,8/27/17,95,10,10,10,10,9,9,1.23
9,11/26/17,98,10,10,10,10,9,10,1.16
5,9/28/17,96,9,10,9,9,8,9,0.82
4,2006-05-17,100,10,10,10,10,10,10,0.29
26,10/15/17,98,10,10,10,10,9,10,3.29
0,,,,,,,,,
2,2011-07-17,80,8,8,10,10,9,7,1.36
1,6/26/17,100,10,10,10,10,10,10,0.18
2,9/25/17,100,10,10,10,10,9,9,0.31
3,12/24/16,80,9,6,9,9,9,7,0.24
0,,,,,,,,,
28,10/30/17,93,9,10,10,10,9,9,2.03
40,2012-01-17,96,10,10,10,10,9,10,4.92
2,2006-08-17,100,10,10,10,10,10,10,0.31
0,,,,,,,,,
5,11/13/17,100,10,10,10,10,8,9,2.54
6,8/13/16,85,9,8,9,9,8,8,0.15
6,8/14/17,83,9,8,8,9,9,8,0.35
1,8/27/17,,,,,,,,0.3
125,9/27/17,97,10,10,10,10,9,10,3.1
22,10/19/17,99,10,10,10,10,9,9,0.8
12,6/29/17,97,10,10,10,10,10,9,0.38
16,2012-03-17,100,10,10,10,10,9,10,1.42
123,2009-06-17,88,9,7,9,10,9,9,1.66
47,11/19/17,95,10,9,10,10,9,9,1.52
0,,,,,,,,,
27,10/29/17,89,9,9,9,10,9,9,0.84
2,11/19/17,100,10,10,10,10,10,9,2
142,11/24/17,98,10,10,10,10,9,10,3.2
10,10/24/17,94,9,9,10,10,9,9,1.35
5,8/22/17,95,10,10,10,10,9,10,0.44
5,2007-01-17,100,10,10,10,10,10,10,0.78
7,2009-06-17,100,9,10,10,10,9,9,1.3
33,11/26/17,92,10,10,9,9,9,9,1.53
2,7/27/15,100,10,10,10,10,6,8,0.07
13,10/23/17,100,10,10,10,10,10,10,0.47
7,8/13/17,91,9,9,10,10,9,9,0.28
6,8/14/17,80,9,8,10,7,9,8,0.51
7,8/28/17,96,9,9,10,10,9,9,1.54
4,2010-02-17,100,10,9,10,10,9,10,0.51
23,11/21/16,99,10,10,10,10,10,10,1.23
4,2010-10-17,95,9,10,10,9,9,9,0.84
3,10/23/17,100,10,9,9,10,10,9,0.39
0,,,,,,,,,
2,2008-09-16,60,6,6,8,6,8,6,0.11
37,2011-09-17,97,10,10,10,10,9,10,1.7
0,,,,,,,,,
31,2011-01-17,97,10,10,10,10,9,10,2.72
112,11/27/17,97,10,10,10,10,9,10,6.87
4,2008-06-17,100,10,10,9,10,9,10,0.25
5,2008-02-17,95,10,10,9,9,8,10,0.3
0,,,,,,,,,
51,9/22/17,98,10,10,10,10,10,10,0.88
2,2008-10-17,90,10,8,10,10,9,9,0.48
6,2008-07-17,90,9,9,9,9,9,8,0.37
32,10/21/17,97,10,10,10,10,10,9,1.3
0,,,,,,,,,
4,8/13/17,100,10,10,10,10,10,10,0.1
64,2012-04-17,92,9,9,10,10,8,9,9.06
22,11/13/17,82,9,7,9,10,8,8,0.88
8,10/17/17,100,10,10,10,10,10,10,0.48
2,2008-09-17,60,6,10,10,6,8,6,0.12
41,7/17/17,98,10,10,10,10,9,10,1.58
27,11/19/17,90,9,9,9,9,9,9,1.53
12,8/14/17,97,10,10,10,10,9,10,0.3
1,10/22/17,100,10,10,10,10,10,10,0.67
7,10/24/17,97,10,10,10,10,9,10,0.43
36,9/28/17,92,9,9,10,10,9,9,1.19
5,10/23/16,88,9,10,10,10,8,8,0.3
6,9/18/16,87,9,10,9,10,9,10,0.33
13,10/29/17,94,10,10,10,10,9,10,0.79
39,11/19/17,95,10,9,10,10,9,10,1.49
4,2007-04-16,100,10,10,10,10,10,10,0.22
4,2010-05-17,95,10,9,10,10,9,9,0.67
1,4/17/17,80,10,10,10,10,8,10,0.13
0,,,,,,,,,
22,2010-08-17,93,10,9,10,10,9,9,2.76
17,10/30/17,100,10,10,9,10,9,9,0.93
3,11/19/17,93,10,9,8,9,9,9,1.41
6,4/16/17,93,10,10,8,10,8,9,0.34
12,2009-12-17,100,10,10,10,10,10,10,0.22
12,8/22/17,95,10,8,10,10,9,10,0.56
0,,,,,,,,,
3,9/26/17,93,10,10,10,10,9,10,0.17
4,11/13/17,100,10,10,10,10,10,10,3.24
34,10/24/17,99,10,10,10,10,9,10,4.13
4,2010-08-17,100,10,10,10,10,10,10,0.47
45,6/25/17,93,10,9,10,10,9,9,1.63
24,10/29/17,98,10,10,10,10,9,9,0.97
13,8/26/17,94,9,9,10,10,10,9,0.45
0,,,,,,,,,
11,2005-07-17,88,10,9,10,10,10,9,0.36
0,,,,,,,,,
48,2011-12-17,97,10,10,10,10,9,10,0.91
4,2/20/17,95,9,10,10,10,9,9,0.36
7,9/15/17,93,10,9,10,9,9,9,0.96
13,2009-02-17,100,10,9,10,10,10,10,0.43
17,2011-12-17,98,10,9,10,10,9,9,1.42
120,11/27/17,93,9,9,10,10,9,9,2.29
61,11/26/17,94,10,9,9,9,9,9,5.01
2,2010-07-17,70,9,9,7,6,9,6,0.25
1,9/27/17,80,6,8,10,8,8,8,0.43
0,,,,,,,,,
2,2011-12-17,100,10,10,9,9,10,9,0.92
30,11/19/17,97,10,10,10,10,10,9,5.39
5,2008-04-17,100,10,10,10,10,9,10,0.42
6,2009-02-17,100,10,10,10,10,9,10,0.37
7,10/21/17,100,10,10,10,10,10,10,2.14
109,11/22/17,97,10,10,10,10,10,10,3.35
0,,,,,,,,,
0,,,,,,,,,
2,5/28/17,90,10,10,10,10,10,9,0.26
9,2007-02-17,93,10,8,9,10,9,9,0.3
19,2010-03-17,97,10,10,10,10,9,9,0.93
0,,,,,,,,,
0,,,,,,,,,
32,2012-03-17,99,10,10,10,10,9,10,4.17
37,2012-03-17,95,10,10,10,10,8,9,5
2,9/17/17,100,10,10,10,9,9,9,0.52
0,,,,,,,,,
1,11/16/17,100,10,10,10,10,6,8,1
1,7/18/17,100,10,10,10,10,10,10,0.21
0,,,,,,,,,
10,2009-10-17,96,10,10,10,10,10,10,0.66
0,,,,,,,,,
21,2012-04-17,97,10,10,10,10,10,9,2.17
0,,,,,,,,,
21,2011-06-17,99,10,10,10,10,10,10,1.11
123,2012-03-17,99,10,10,10,10,10,10,6.64
50,11/27/17,97,9,9,10,10,10,9,0.57
34,11/24/16,96,10,10,10,10,10,10,1.64
87,2011-06-17,88,9,9,10,9,10,8,1.99
0,,,,,,,,,
2,8/26/17,40,2,3,7,6,8,3,0.56
2,7/17/16,100,10,10,10,10,10,10,0.11
5,8/27/17,96,10,9,9,10,10,9,0.44
7,2005-12-17,91,9,10,10,10,10,9,0.27
15,2012-01-17,96,9,10,9,8,10,9,4.84
51,10/29/17,97,10,10,10,10,10,10,1.4
3,9/24/17,93,10,9,10,10,10,9,1.11
5,8/18/17,95,10,10,9,9,10,10,1.02
0,,,,,,,,,
0,,,,,,,,,
0,,,,,,,,,
9,11/20/17,100,10,10,10,10,9,10,1.33
0,,,,,,,,,
10,8/20/17,87,9,9,10,10,9,9,1.51
74,7/24/17,98,10,10,10,10,9,10,2.27
0,,,,,,,,,
17,10/15/17,98,10,10,10,10,9,10,1.13
36,11/18/17,95,10,10,10,10,10,9,4.01
0,,,,,,,,,
31,2005-02-17,100,10,10,10,10,10,10,2.4
4,10/29/17,100,10,10,10,10,10,9,2.35
33,11/18/17,99,10,10,10,10,10,10,0.89
53,9/20/17,91,10,9,10,10,9,9,2.43
13,11/26/17,100,10,10,10,10,10,10,2.52
7,2008-08-17,97,10,10,8,8,9,10,0.47
33,11/28/17,96,10,9,10,10,10,9,1.74
0,,,,,,,,,
117,11/19/17,93,10,10,10,10,10,9,2.98
0,,,,,,,,,
124,11/28/17,88,9,9,9,9,9,9,4.93
6,5/15/16,97,10,10,10,9,9,9,0.19
67,9/21/17,97,10,9,10,10,9,9,4.46
44,9/14/17,99,10,10,10,10,10,10,0.92
8,7/22/16,93,10,9,10,10,10,9,0.31
1,2001-03-16,100,10,10,10,10,10,10,0.04
5,2011-05-17,100,10,10,10,10,10,10,1.35
16,11/19/17,84,9,8,9,9,8,8,4.4
2,5/24/16,90,9,8,10,9,9,8,0.08
27,2008-07-17,97,10,10,10,10,10,9,0.68
15,2012-04-17,96,9,10,10,10,10,9,3.78
3,10/28/17,100,10,10,10,10,9,10,0.27
10,11/23/17,100,10,10,10,10,9,10,1.28
23,2011-04-17,99,10,10,10,10,10,10,1.07
7,10/31/17,91,10,8,9,10,9,8,1.35
21,11/27/17,98,10,10,10,10,9,10,5
0,,,,,,,,,
16,2011-06-17,89,9,8,10,10,10,9,1.17
1,5/20/14,100,10,10,10,10,8,8,0.02
70,10/15/17,95,9,9,10,10,10,9,1.23
14,7/30/17,93,9,9,10,10,9,9,0.65
7,4/13/15,97,10,10,10,10,10,9,0.17
11,5/28/17,95,10,9,10,10,9,9,0.43
6,10/28/17,100,10,10,10,10,9,9,1.48
1,2004-11-16,,,,,,,,0.05
239,11/18/17,84,8,8,10,10,10,8,4.31
4,8/14/17,95,9,9,10,10,10,9,0.55
2,6/18/17,100,10,10,10,10,10,10,0.16
8,4/17/17,97,10,10,10,10,10,9,0.27
3,7/27/17,100,10,9,10,10,9,10,0.44
4,5/16/16,95,10,10,10,10,10,10,0.15
20,9/25/17,99,10,10,10,10,10,10,0.74
2,2011-12-17,90,9,10,10,10,10,10,0.73
18,7/23/17,99,10,10,10,10,9,9,1.32
2,2001-02-17,100,10,10,10,10,9,10,0.11
6,3/30/16,100,9,10,10,10,9,10,0.16
39,2008-06-17,89,9,8,9,9,9,8,1.96
1,10/27/17,80,10,8,10,8,8,8,0.75
26,11/20/17,88,9,8,9,9,9,8,3.28
2,10/30/17,100,10,10,10,10,10,10,1.33
4,2008-07-17,100,10,10,9,10,10,10,0.28
75,2012-03-17,96,10,10,10,10,9,9,3.08
1,2011-05-17,100,10,10,10,10,10,10,0.81
7,10/22/17,94,9,10,10,10,9,9,1.11
24,8/13/17,83,9,9,10,10,9,9,1.54
11,12/31/16,92,10,9,9,9,8,9,0.28
17,10/29/17,94,10,10,10,10,10,10,0.95
12,2008-09-17,92,9,9,10,10,9,9,0.16
6,11/13/17,100,10,10,10,10,10,9,2.22
22,6/20/17,97,10,9,10,10,10,9,1.56
0,,,,,,,,,
14,11/24/17,97,10,10,10,10,10,10,2.27
0,,,,,,,,,
6,2012-11-16,97,10,10,9,10,10,9,0.34
4,6/22/17,93,10,9,10,10,9,9,0.43
14,10/22/17,99,10,10,10,10,9,10,1.92
1,4/17/17,100,10,10,10,10,10,10,0.13
9,10/16/17,93,10,10,10,10,9,9,1.27
24,2/26/17,99,10,10,10,10,9,10,0.85
18,3/26/17,97,10,10,10,9,9,9,0.68
3,2011-08-17,100,10,10,9,10,9,8,0.82
5,2003-05-17,96,10,10,9,10,9,10,0.44
74,11/18/17,89,9,9,10,10,9,9,6.83
1,2006-04-17,100,10,10,10,10,10,10,0.06
4,5/15/17,100,10,10,10,10,10,9,0.25
9,11/26/17,76,8,8,10,10,9,8,1.58
4,11/18/17,95,10,10,10,10,9,9,1.4
0,,,,,,,,,
6,10/17/17,93,10,10,10,10,10,10,1.8
16,11/19/17,96,10,10,10,10,9,9,0.83
9,2009-01-17,94,9,8,10,10,9,9,0.78
1,10/22/17,100,10,10,10,10,10,10,0.68
0,,,,,,,,,
4,11/28/17,95,10,10,9,10,9,9,1.58
2,10/23/17,100,10,9,8,10,8,10,0.5
5,2010-09-16,96,10,10,9,10,9,10,0.3
0,,,,,,,,,
9,2011-12-17,98,10,10,10,10,10,10,3.14
13,2008-01-17,98,10,10,10,10,9,10,0.33
105,11/20/17,91,10,9,9,9,9,9,4.26
16,10/15/17,91,9,9,10,10,9,9,0.78
10,11/26/17,100,10,10,10,10,10,10,0.71
0,,,,,,,,,
3,11/20/17,93,9,10,10,10,9,8,2.37
30,8/27/17,97,10,10,10,10,10,9,1.74
9,9/23/16,93,10,10,10,10,9,9,0.56
49,11/19/17,84,9,9,9,9,9,8,2.2
30,7/23/17,97,10,10,10,10,10,9,0.77
4,6/16/17,100,10,10,10,10,10,10,0.2
19,11/19/17,100,10,10,10,10,9,9,1.3
12,8/13/17,97,10,10,10,9,9,10,0.3
6,11/19/17,97,9,10,9,9,9,9,1.33
29,2009-06-17,89,9,9,10,10,9,9,1.88
4,10/17/15,95,10,10,10,10,10,10,0.15
10,2011-01-17,94,10,10,10,10,9,10,0.92
1,2011-10-15,100,2,10,10,10,10,10,0.04
11,9/18/17,95,9,10,10,9,9,9,1.1
3,11/18/17,100,10,9,10,10,7,9,2.43
15,9/23/17,97,10,10,10,10,9,9,0.54
0,,,,,,,,,
4,11/26/17,100,10,9,10,10,9,9,2.31
2,11/27/17,100,10,10,10,10,9,9,1.67
21,8/21/17,98,10,10,10,10,9,10,1.22
13,10/22/17,98,10,9,10,10,9,10,0.75
9,10/16/17,100,10,10,10,10,10,10,1.38
17,7/26/17,95,10,9,10,10,8,9,0.55
9,10/19/17,96,10,10,10,10,9,9,0.91
18,10/29/17,97,10,10,10,10,9,10,1.66
1,2010-06-17,100,10,10,10,10,10,10,0.49
4,9/19/16,90,9,8,9,10,8,9,0.15
9,7/30/17,96,9,9,9,9,8,9,1.44
26,11/19/17,97,10,10,10,10,9,10,1.05
7,2004-09-17,89,10,9,10,10,9,9,0.39
9,2011-06-17,98,10,10,10,10,9,9,1.23
6,2010-08-17,100,9,9,10,10,8,9,0.71
0,,,,,,,,,
51,9/19/17,92,9,9,10,10,9,9,1.16
0,,,,,,,,,
0,,,,,,,,,
1,11/13/17,100,10,10,10,8,8,8,1
0,,,,,,,,,
7,9/19/17,97,10,10,10,10,9,9,1.76
1,9/24/17,100,10,10,10,10,10,10,0.41
6,2010-01-17,97,10,10,10,10,9,9,1.82
37,2011-09-17,92,10,9,10,10,9,9,6.03
17,9/15/17,93,10,8,9,10,9,8,0.98
31,6/18/17,91,9,9,10,10,9,9,0.93
6,3/16/17,90,10,10,10,10,8,9,0.33
105,11/26/17,91,9,10,9,9,8,9,5.66
69,2011-06-16,97,10,10,10,10,9,9,2.13
100,11/13/17,91,10,10,9,9,8,9,5.09
5,2009-10-17,88,9,8,9,9,8,8,0.76
68,2010-03-17,98,10,10,10,10,9,10,1.08
5,7/24/15,100,9,9,9,9,8,9,0.1
5,8/13/17,88,9,10,10,10,7,8,0.3
20,2009-09-17,91,9,9,10,10,9,9,1.55
25,10/22/17,91,10,9,10,10,9,9,1.3
9,11/22/17,96,10,10,10,10,9,9,0.21
5,6/27/17,100,10,10,10,10,10,10,0.7
0,,,,,,,,,
52,11/19/17,94,10,10,10,10,9,9,1.34
7,2011-05-17,100,10,10,10,10,10,10,1.86
3,2012-03-17,100,9,9,10,10,9,9,2.57
7,2011-12-17,97,10,10,10,10,10,10,1.96
0,,,,,,,,,
4,9/20/14,95,10,9,10,10,10,10,0.08
10,9/25/17,98,10,10,10,10,10,9,0.31
6,2011-12-17,67,7,7,6,7,6,6,3.75
7,5/27/17,100,10,10,10,10,10,10,0.43
29,11/27/17,97,10,10,10,10,9,10,0.87
1,2008-10-17,100,10,8,10,10,10,10,0.25
6,2010-08-17,87,9,9,9,8,9,9,0.47
5,2006-11-17,100,10,10,10,10,10,10,0.12
2,2001-04-12,100,10,10,10,10,10,10,0.03
17,2009-03-17,89,9,8,10,10,9,8,1.03
12,2005-12-17,98,10,10,10,10,10,9,0.71
0,,,,,,,,,
15,10/23/17,100,10,10,10,10,10,10,0.35
2,2/15/16,90,10,10,10,10,9,10,0.09
7,9/18/17,97,10,10,10,10,10,9,0.34
6,7/20/17,97,10,10,10,10,10,10,0.21
